year,symbol,name,description,country,period,documentUrl,income,expenses,postedName,date,clientId,registrantId,senateId,houseRegistrantId
2022,AAPL,APPLE INC.,"Consumer electronics, software, and online services.",US,Q2,https://lda.senate.gov/filings/public/filing/b6cdd376-a317-474f-bfa8-763fd8db1e2f/print/,120000.0,,,,184947,314237,314237-184947,39145.0
2022,AAPL,APPLE INC.,"Consumer electronics, software, and online services.",US,Q3,https://lda.senate.gov/filings/public/filing/ec372da1-da0f-4b09-84bb-6f2a0dd8fec6/print/,130000.0,,,,184947,314237,314237-184947,39145.0
2022,AAPL,APPLE INC.,"Consumer electronics, software, and online services.",US,Q4,https://lda.senate.gov/filings/public/filing/65e91fb6-cbdc-4517-9b22-eabe552d0b63/print/,170000.0,,,,184947,314237,314237-184947,39145.0
2022,AAPL,APPLE INC.,"Consumer Electronics, Computer Software, Personal Computers",US,Q1,https://lda.senate.gov/filings/public/filing/fbfae430-a4ce-41e8-a79d-bd519454344d/print/,90000.0,,,,199154,401103500,401103500-199154,401103500.0
2022,AAPL,APPLE INC.,"Consumer Electronics, Computer Software, Personal Computers",US,Q2,https://lda.senate.gov/filings/public/filing/c28875cf-a9f7-4a51-a77e-7ffdc8dca1aa/print/,90000.0,,,,199154,401103500,401103500-199154,401103500.0
2022,AAPL,APPLE INC.,"Consumer Electronics, Computer Software, Personal Computers",US,Q3,https://lda.senate.gov/filings/public/filing/5a0d1249-deb0-4c1d-8aee-112ad14c4b08/print/,90000.0,,,,199154,401103500,401103500-199154,401103500.0
2022,AAPL,APPLE INC.,"Consumer Electronics, Computer Software, Personal Computers",US,Q4,https://lda.senate.gov/filings/public/filing/908d36a0-b03d-42c2-94a3-eefb9e446c6c/print/,100000.0,,,,199154,401103500,401103500-199154,401103500.0
2022,AAPL,APPLE INC.,Technology company,US,Q1,https://lda.senate.gov/filings/public/filing/3bfe2f14-ea5d-4604-9884-b796e1649d5d/print/,110000.0,,,,201409,401104313,401104313-201409,401104313.0
2022,AAPL,APPLE INC.,Technology company,US,Q2,https://lda.senate.gov/filings/public/filing/ccd92b3f-c7ce-45f0-b780-b78db12903f9/print/,110000.0,,,,201409,401104313,401104313-201409,401104313.0
2022,AAPL,APPLE INC.,Technology company,US,Q3,https://lda.senate.gov/filings/public/filing/42084820-3f93-42f0-92af-297ab0d4eee6/print/,110000.0,,,,201409,401104313,401104313-201409,401104313.0
2022,AAPL,APPLE INC.,Technology company,US,Q4,https://lda.senate.gov/filings/public/filing/2f1066e5-2545-4e44-94e0-368ddd66b11f/print/,110000.0,,,,201409,401104313,401104313-201409,401104313.0
2022,AAPL,APPLE INC.,"Consumer electronics, software and online services",US,Q1,https://lda.senate.gov/filings/public/filing/6db662fe-11ef-4098-a83e-fa3d07279b3e/print/,60000.0,,,,207089,401105514,401105514-207089,401105514.0
2022,AAPL,APPLE INC.,"Consumer electronics, software and online services",US,Q2,https://lda.senate.gov/filings/public/filing/cf91daad-2a1f-42a4-b4f6-f1c4988d3f24/print/,60000.0,,,,207089,401105514,401105514-207089,401105514.0
2022,AAPL,APPLE INC.,"Consumer electronics, software and online services",US,Q3,https://lda.senate.gov/filings/public/filing/8cf6fec1-c04c-41d9-b4ed-0ef8f157cb33/print/,60000.0,,,,207089,401105514,401105514-207089,401105514.0
2022,AAPL,APPLE INC.,"Consumer electronics, software and online services",US,Q4,https://lda.senate.gov/filings/public/filing/714b8505-bad4-4a0e-a375-5feaad99dd81/print/,60000.0,,,,207089,401105514,401105514-207089,401105514.0
2022,AAPL,APPLE INC.,"&#226;€‹Consumer electronics, software, and online services",US,Q1,https://lda.senate.gov/filings/public/filing/0a33f793-629a-4bb9-8611-596373998088/print/,30000.0,,,,208525,401036920,401036920-208525,401036920.0
2022,AAPL,APPLE INC.,"&#226;€‹Consumer electronics, software, and online services",US,Q2,https://lda.senate.gov/filings/public/filing/aabddf64-5039-415d-b749-c14d37624085/print/,30000.0,,,,208525,401036920,401036920-208525,401036920.0
2022,AAPL,APPLE INC.,"&#226;€‹Consumer electronics, software, and online services",US,Q3,https://lda.senate.gov/filings/public/filing/d7a65900-c4d7-436e-a056-0970f15b3c60/print/,30000.0,,,,208525,401036920,401036920-208525,401036920.0
2022,AAPL,APPLE INC.,"&#226;€‹Consumer electronics, software, and online services",US,Q4,https://lda.senate.gov/filings/public/filing/ba4cf054-e986-431b-aa16-c10e411c7313/print/,30000.0,,,,208525,401036920,401036920-208525,401036920.0
2022,AAPL,APPLE INC.,"&#226;€‹&#226;€‹Consumer electronics, software, and online services company.",US,Q1,https://lda.senate.gov/filings/public/filing/ba3d3010-aef8-499e-96eb-3cd0dd5f30ae/print/,50000.0,,,,210370,401104703,401104703-210370,401104703.0
2022,AAPL,APPLE INC.,"&#226;€‹&#226;€‹Consumer electronics, software, and online services company.",US,Q2,https://lda.senate.gov/filings/public/filing/53fc3cee-83ab-42e0-918b-f519d00552b6/print/,50000.0,,,,210370,401104703,401104703-210370,401104703.0
2022,AAPL,APPLE INC.,"&#226;€‹&#226;€‹Consumer electronics, software, and online services company.",US,Q3,https://lda.senate.gov/filings/public/filing/3b978770-95ba-4971-bc3f-39eb3ca24f78/print/,50000.0,,,,210370,401104703,401104703-210370,401104703.0
2022,AAPL,APPLE INC.,"&#226;€‹&#226;€‹Consumer electronics, software, and online services company.",US,Q4,https://lda.senate.gov/filings/public/filing/132cbc8c-970d-42ac-9744-97dbebf63e95/print/,50000.0,,,,210370,401104703,401104703-210370,401104703.0
2021,AAPL,APPLE INC,,US,Q1,https://lda.senate.gov/filings/public/filing/931b23da-8021-4f33-8f4b-70e571dba9b8/print/,,1460000.0,,,103979,4152,4152-103979,31450.0
2021,AAPL,APPLE INC,,US,Q2,https://lda.senate.gov/filings/public/filing/008a3286-d6d5-4601-afe3-f4c4361785fc/print/,,1640000.0,,,103979,4152,4152-103979,31450.0
2021,AAPL,APPLE INC,,US,Q3,https://lda.senate.gov/filings/public/filing/6a83a46f-8de5-4131-a4da-4c5ec41f18e6/print/,,1540000.0,,,103979,4152,4152-103979,31450.0
2021,AAPL,APPLE INC,,US,Q4,https://lda.senate.gov/filings/public/filing/2b35a04d-233b-4a96-ab31-e3ae77706c51/print/,,1860000.0,,,103979,4152,4152-103979,31450.0
2021,AAPL,APPLE,,US,Q1,https://lda.senate.gov/filings/public/filing/848d09a2-a903-4b4f-a5be-34e6297f3a3b/print/,90000.0,,,,162939,65976,65976-162939,35617.0
2021,AAPL,APPLE,,US,Q2,https://lda.senate.gov/filings/public/filing/928b8127-9774-4a5c-a351-a30a6b16d29b/print/,90000.0,,,,162939,65976,65976-162939,35617.0
2021,AAPL,APPLE,,US,Q3,https://lda.senate.gov/filings/public/filing/01385422-2ae8-4293-bf83-c53a6701bd3e/print/,90000.0,,,,162939,65976,65976-162939,35617.0
2021,AAPL,APPLE,,US,Q4,https://lda.senate.gov/filings/public/filing/78af9145-de01-4562-b4e7-bae5f665b6e7/print/,90000.0,,,,162939,65976,65976-162939,35617.0
2021,AAPL,"APPLE, INC.",Hardware and software maunfacturer,US,Q1,https://lda.senate.gov/filings/public/filing/b5515d9c-2531-434d-b391-d9f65ffdb86c/print/,40000.0,,,,173094,86196,86196-173094,36548.0
2021,AAPL,"APPLE, INC.",Hardware and software maunfacturer,US,Q2,https://lda.senate.gov/filings/public/filing/10ef8ef8-aa7b-4273-8a41-3ad1147f23c8/print/,40000.0,,,,173094,86196,86196-173094,36548.0
2021,AAPL,"APPLE, INC.",Hardware and software maunfacturer,US,Q3,https://lda.senate.gov/filings/public/filing/53102db9-8b66-40b3-8bd3-1c3423cf0756/print/,40000.0,,,,173094,86196,86196-173094,36548.0
2021,AAPL,"APPLE, INC.",Hardware and software maunfacturer,US,Q4,https://lda.senate.gov/filings/public/filing/c0fa0375-524e-4bcc-8578-3e3b60286a59/print/,40000.0,,,,173094,86196,86196-173094,36548.0
2021,AAPL,APPLE INC.,"Consumer electronics, software, and online services.",US,Q1,https://lda.senate.gov/filings/public/filing/bb275d29-c35a-4fd9-be41-ee13410c3dec/print/,90000.0,,,,184947,314237,314237-184947,39145.0
2021,AAPL,APPLE INC.,"Consumer electronics, software, and online services.",US,Q2,https://lda.senate.gov/filings/public/filing/79c53e8b-de7c-4ebe-86af-dfad43fbd401/print/,90000.0,,,,184947,314237,314237-184947,39145.0
2021,AAPL,APPLE INC.,"Consumer electronics, software, and online services.",US,Q3,https://lda.senate.gov/filings/public/filing/d693da16-c4d4-4640-8515-9493e7da84c1/print/,110000.0,,,,184947,314237,314237-184947,39145.0
2021,AAPL,APPLE INC.,"Consumer electronics, software, and online services.",US,Q4,https://lda.senate.gov/filings/public/filing/b4b54ad4-a82a-40ee-a03b-27b2fd04582e/print/,120000.0,,,,184947,314237,314237-184947,39145.0
2021,AAPL,APPLE INC.,"Consumer Electronics, Computer Software, Personal Computers",US,Q1,https://lda.senate.gov/filings/public/filing/718b1de1-9cf6-4954-ab50-27ce1859a439/print/,90000.0,,,,199154,401103500,401103500-199154,401103500.0
2021,AAPL,APPLE INC.,"Consumer Electronics, Computer Software, Personal Computers",US,Q2,https://lda.senate.gov/filings/public/filing/d0a434a6-4218-45c8-b80d-842f9b82d80a/print/,90000.0,,,,199154,401103500,401103500-199154,401103500.0
2021,AAPL,APPLE INC.,"Consumer Electronics, Computer Software, Personal Computers",US,Q3,https://lda.senate.gov/filings/public/filing/55d67448-3d6f-4f90-980e-705050d40039/print/,90000.0,,,,199154,401103500,401103500-199154,401103500.0
2021,AAPL,APPLE INC.,"Consumer Electronics, Computer Software, Personal Computers",US,Q4,https://lda.senate.gov/filings/public/filing/fbe86305-c872-4e43-8857-0c70fa86ba01/print/,90000.0,,,,199154,401103500,401103500-199154,401103500.0
2021,AAPL,APPLE INC.,Technology company,US,Q1,https://lda.senate.gov/filings/public/filing/a4c82bdd-4c4e-4191-a863-394ad48a64a9/print/,110000.0,,,,201409,401104313,401104313-201409,401104313.0
2021,AAPL,APPLE INC.,Technology company,US,Q2,https://lda.senate.gov/filings/public/filing/552c23fb-2c9f-40b3-bde1-587a8ab4cf94/print/,110000.0,,,,201409,401104313,401104313-201409,401104313.0
2021,AAPL,APPLE INC.,Technology company,US,Q3,https://lda.senate.gov/filings/public/filing/4b019c45-9d16-4dc9-aa79-a17c089b2cbf/print/,110000.0,,,,201409,401104313,401104313-201409,401104313.0
2021,AAPL,APPLE INC.,"Consumer electronics, software and online services",US,Q1,https://lda.senate.gov/filings/public/filing/ab953fb6-0665-4ca5-9e2e-92897736b7f0/print/,30000.0,,,,207089,401105514,401105514-207089,401105514.0
2021,AAPL,APPLE INC.,"Consumer electronics, software and online services",US,Q2,https://lda.senate.gov/filings/public/filing/ba955a45-68c7-45a0-b3a4-e92d77480574/print/,30000.0,,,,207089,401105514,401105514-207089,401105514.0
2021,AAPL,APPLE INC.,"Consumer electronics, software and online services",US,Q3,https://lda.senate.gov/filings/public/filing/210ccea7-5075-4c7c-aec8-0ff97251b232/print/,40000.0,,,,207089,401105514,401105514-207089,401105514.0
2021,AAPL,APPLE INC.,"Consumer electronics, software and online services",US,Q4,https://lda.senate.gov/filings/public/filing/e8b1bb31-1820-48ec-a4e4-9d701290d0f7/print/,60000.0,,,,207089,401105514,401105514-207089,401105514.0
2021,AAPL,APPLE INC.,"&#226;€‹Consumer electronics, software, and online services",US,Q1,https://lda.senate.gov/filings/public/filing/cb7c60d6-8f43-4987-be4b-a6484a8086f7/print/,20000.0,,,,208525,401036920,401036920-208525,401036920.0
2021,AAPL,APPLE INC.,"&#226;€‹Consumer electronics, software, and online services",US,Q2,https://lda.senate.gov/filings/public/filing/4be7fa57-cc97-4f8b-8859-ae1305dd8302/print/,30000.0,,,,208525,401036920,401036920-208525,401036920.0
2021,AAPL,APPLE INC.,"&#226;€‹Consumer electronics, software, and online services",US,Q3,https://lda.senate.gov/filings/public/filing/dfca23cd-9b86-4476-bed4-4a8fe6e19e08/print/,30000.0,,,,208525,401036920,401036920-208525,401036920.0
2021,AAPL,APPLE INC.,"&#226;€‹Consumer electronics, software, and online services",US,Q4,https://lda.senate.gov/filings/public/filing/9601e083-a1c9-4377-b5f9-dc79593590cd/print/,30000.0,,,,208525,401036920,401036920-208525,401036920.0
2021,AAPL,APPLE INC.,"&#226;€‹&#226;€‹Consumer electronics, software, and online services company.",US,Q3,https://lda.senate.gov/filings/public/filing/b9dc3c15-cc62-4769-8f9d-ded4df363265/print/,50000.0,,,,210370,401104703,401104703-210370,401104703.0
2021,AAPL,APPLE INC.,"&#226;€‹&#226;€‹Consumer electronics, software, and online services company.",US,Q4,https://lda.senate.gov/filings/public/filing/8e8edf37-1921-4978-959d-76f4e62a130d/print/,50000.0,,,,210370,401104703,401104703-210370,401104703.0
2020,AAPL,APPLE INC,,US,Q1,https://lda.senate.gov/filings/public/filing/fed6cf52-7b65-4485-a59f-c8fa4ce3dcb0/print/,,2160000.0,,,103979,4152,4152-103979,31450.0
2020,AAPL,APPLE INC,,US,Q2,https://lda.senate.gov/filings/public/filing/eeb911a4-7ef2-4cab-aa6c-d28cb3bebb9e/print/,,1480000.0,,,103979,4152,4152-103979,31450.0
2020,AAPL,APPLE INC,,US,Q3,https://lda.senate.gov/filings/public/filing/67075ae6-8819-47be-b100-9f463dcc67b2/print/,,1560000.0,,,103979,4152,4152-103979,31450.0
2020,AAPL,APPLE INC,,US,Q4,https://lda.senate.gov/filings/public/filing/cad6db2f-c3ca-4b9d-bc24-4c56fc7eaadb/print/,,1450000.0,,,103979,4152,4152-103979,31450.0
2020,AAPL,APPLE,,US,Q1,https://lda.senate.gov/filings/public/filing/152c3336-8b1e-4a90-8595-af4386ee33cf/print/,90000.0,,,,162939,65976,65976-162939,35617.0
2020,AAPL,APPLE,,US,Q2,https://lda.senate.gov/filings/public/filing/8eb89bff-5bf0-4e31-8936-f86d6e8fe423/print/,90000.0,,,,162939,65976,65976-162939,35617.0
2020,AAPL,APPLE,,US,Q3,https://lda.senate.gov/filings/public/filing/33c8b453-0d0a-47e7-8e1f-ca056ae994f4/print/,90000.0,,,,162939,65976,65976-162939,35617.0
2020,AAPL,APPLE,,US,Q4,https://lda.senate.gov/filings/public/filing/2f77dc7c-c45f-4d54-bf2c-bb1841f844eb/print/,90000.0,,,,162939,65976,65976-162939,35617.0
2020,AAPL,"APPLE, INC.",Hardware and software maunfacturer,US,Q1,https://lda.senate.gov/filings/public/filing/168f168b-1ad0-466b-a095-6a46db9b281c/print/,40000.0,,,,173094,86196,86196-173094,36548.0
2020,AAPL,"APPLE, INC.",Hardware and software maunfacturer,US,Q2,https://lda.senate.gov/filings/public/filing/addf8921-13ca-4304-8622-63db17599496/print/,40000.0,,,,173094,86196,86196-173094,36548.0
2020,AAPL,"APPLE, INC.",Hardware and software maunfacturer,US,Q3,https://lda.senate.gov/filings/public/filing/2fb2ab27-82ed-4c80-abe4-b74f0cbdadad/print/,40000.0,,,,173094,86196,86196-173094,36548.0
2020,AAPL,"APPLE, INC.",Hardware and software maunfacturer,US,Q4,https://lda.senate.gov/filings/public/filing/db75bb6f-162a-433a-a997-a679eb4c6af6/print/,40000.0,,,,173094,86196,86196-173094,36548.0
2020,AAPL,APPLE INC.,"Consumer electronics, software, and online services.",US,Q1,https://lda.senate.gov/filings/public/filing/bcc7b24b-daa2-4d48-a92e-dfe594995948/print/,90000.0,,,,184947,314237,314237-184947,39145.0
2020,AAPL,APPLE INC.,"Consumer electronics, software, and online services.",US,Q2,https://lda.senate.gov/filings/public/filing/3c7a20f2-35b0-401d-be1d-2d9331bd50bd/print/,90000.0,,,,184947,314237,314237-184947,39145.0
2020,AAPL,APPLE INC.,"Consumer electronics, software, and online services.",US,Q3,https://lda.senate.gov/filings/public/filing/57ba9ec8-66be-4c88-92b1-6ef15519e66c/print/,90000.0,,,,184947,314237,314237-184947,39145.0
2020,AAPL,APPLE INC.,"Consumer electronics, software, and online services.",US,Q4,https://lda.senate.gov/filings/public/filing/96e719e1-cd29-48a8-b782-7d99920ed95e/print/,90000.0,,,,184947,314237,314237-184947,39145.0
2020,AAPL,APPLE INC,,US,Q1,https://lda.senate.gov/filings/public/filing/dc3c17f5-260d-4502-8a44-65224cdc52cb/print/,60000.0,,,,187732,40013096,40013096-187732,39840.0
2020,AAPL,APPLE INC,,US,Q2,https://lda.senate.gov/filings/public/filing/cc1427fc-57ca-4954-b272-9b169efc6f28/print/,60000.0,,,,187732,40013096,40013096-187732,39840.0
2020,AAPL,APPLE INC,,US,Q3,https://lda.senate.gov/filings/public/filing/6951c976-4499-434d-9f81-16af16cb1a92/print/,60000.0,,,,187732,40013096,40013096-187732,39840.0
2020,AAPL,APPLE INC,,US,Q4,https://lda.senate.gov/filings/public/filing/96b6c830-0a84-4e38-bc01-6d1b5055f615/print/,60000.0,,,,187732,40013096,40013096-187732,39840.0
2020,AAPL,APPLE INC.,"Consumer Electronics, Computer Software, Personal Computers",US,Q1,https://lda.senate.gov/filings/public/filing/d5e2d548-f98c-4ca4-99f7-003a28a83a94/print/,90000.0,,,,199154,401103500,401103500-199154,
2020,AAPL,APPLE INC.,"Consumer Electronics, Computer Software, Personal Computers",US,Q2,https://lda.senate.gov/filings/public/filing/716baffc-18da-4e56-8a6a-63514778c314/print/,90000.0,,,,199154,401103500,401103500-199154,
2020,AAPL,APPLE INC.,"Consumer Electronics, Computer Software, Personal Computers",US,Q3,https://lda.senate.gov/filings/public/filing/3885d0a4-016a-4e13-a340-da8f2bab26f4/print/,90000.0,,,,199154,401103500,401103500-199154,401103500.0
2020,AAPL,APPLE INC.,"Consumer Electronics, Computer Software, Personal Computers",US,Q4,https://lda.senate.gov/filings/public/filing/8206b60a-d567-43f9-957d-9df4ab5870f8/print/,90000.0,,,,199154,401103500,401103500-199154,401103500.0
2020,AAPL,APPLE INC.,Technology company,US,Q1,https://lda.senate.gov/filings/public/filing/d587efae-c546-4d2e-af58-41ad2cc8bff6/print/,110000.0,,,,201409,401104313,401104313-201409,
2020,AAPL,APPLE INC.,Technology company,US,Q2,https://lda.senate.gov/filings/public/filing/c304a924-7d1e-4527-a60d-d448ff9060c7/print/,110000.0,,,,201409,401104313,401104313-201409,
2020,AAPL,APPLE INC.,Technology company,US,Q3,https://lda.senate.gov/filings/public/filing/7f6ad61b-7d70-4c70-9c6b-d81bb3a6a8a8/print/,110000.0,,,,201409,401104313,401104313-201409,401104313.0
2020,AAPL,APPLE INC.,Technology company,US,Q4,https://lda.senate.gov/filings/public/filing/3cbb124f-4c67-4b61-91b7-a206bd642603/print/,110000.0,,,,201409,401104313,401104313-201409,401104313.0
2020,AAPL,APPLE INC.,"Consumer electronics, software and online services",US,Q3,https://lda.senate.gov/filings/public/filing/a6325fab-b24d-4b73-b8ea-dcf24526c8b7/print/,10000.0,,,,207089,401105514,401105514-207089,401105514.0
2020,AAPL,APPLE INC.,"Consumer electronics, software and online services",US,Q4,https://lda.senate.gov/filings/public/filing/38920440-ea5c-4024-9347-d9e63f6a8e70/print/,30000.0,,,,207089,401105514,401105514-207089,401105514.0
2019,AAPL,APPLE INC,,US,Q1,https://lda.senate.gov/filings/public/filing/da4cfcaa-1beb-46f8-a334-35aee8227bbf/print/,,1930000.0,,,103979,4152,4152-103979,31450.0
2019,AAPL,APPLE INC,,US,Q2,https://lda.senate.gov/filings/public/filing/61936668-c2b7-4b4e-a0a5-407ef8ed580e/print/,,1810000.0,,,103979,4152,4152-103979,31450.0
2019,AAPL,APPLE INC,,US,Q3,https://lda.senate.gov/filings/public/filing/bf01e747-610a-404d-83e1-b194af974855/print/,,1780000.0,,,103979,4152,4152-103979,31450.0
2019,AAPL,APPLE INC,,US,Q4,https://lda.senate.gov/filings/public/filing/8275edbc-398e-45b9-8f6c-0ddf5e0fe6c9/print/,,1830000.0,,,103979,4152,4152-103979,31450.0
2019,AAPL,"APPLE, INC.",Innovated Technology Company,US,Q4,https://lda.senate.gov/filings/public/filing/9fa355b2-6382-4764-97ac-7aeee03769b2/print/,20000.0,,,,124661,18422,18422-124661,30470.0
2019,AAPL,APPLE,,US,Q1,https://lda.senate.gov/filings/public/filing/b658b41d-1a2f-4cac-8073-c827916c97cc/print/,90000.0,,,,162939,65976,65976-162939,35617.0
2019,AAPL,APPLE,,US,Q2,https://lda.senate.gov/filings/public/filing/81176d02-5c64-473c-ab46-7617d34f9ba5/print/,90000.0,,,,162939,65976,65976-162939,35617.0
2019,AAPL,APPLE,,US,Q3,https://lda.senate.gov/filings/public/filing/9878dda1-5491-452c-8214-db1220d50463/print/,90000.0,,,,162939,65976,65976-162939,35617.0
2019,AAPL,APPLE,,US,Q4,https://lda.senate.gov/filings/public/filing/af6f8aac-6ef1-4ace-b5b0-0abe06842409/print/,90000.0,,,,162939,65976,65976-162939,35617.0
2019,AAPL,"APPLE, INC.",Hardware and software maunfacturer,US,Q1,https://lda.senate.gov/filings/public/filing/a5017e54-5e6a-43d2-9750-46c6b7209485/print/,40000.0,,,,173094,86196,86196-173094,36548.0
2019,AAPL,"APPLE, INC.",Hardware and software maunfacturer,US,Q2,https://lda.senate.gov/filings/public/filing/cfe696f2-aba2-4fbc-b995-1c64486ac77f/print/,40000.0,,,,173094,86196,86196-173094,36548.0
2019,AAPL,"APPLE, INC.",Hardware and software maunfacturer,US,Q3,https://lda.senate.gov/filings/public/filing/e5a739fd-0396-497c-bca6-305f624c7b8f/print/,40000.0,,,,173094,86196,86196-173094,36548.0
2019,AAPL,"APPLE, INC.",Hardware and software maunfacturer,US,Q4,https://lda.senate.gov/filings/public/filing/8beced65-25ff-48b1-96e5-8453dccd34f5/print/,40000.0,,,,173094,86196,86196-173094,36548.0
2019,AAPL,APPLE INC.,"Consumer electronics, software, and online services.",US,Q2,https://lda.senate.gov/filings/public/filing/bba76136-7a4b-46d9-a008-b51d8f5e2e40/print/,40000.0,,,,184947,314237,314237-184947,39145.0
2019,AAPL,APPLE INC.,"Consumer electronics, software, and online services.",US,Q3,https://lda.senate.gov/filings/public/filing/acbf51b6-5bfc-40e8-945f-e135e0cf3fbb/print/,80000.0,,,,184947,314237,314237-184947,39145.0
2019,AAPL,APPLE INC.,"Consumer electronics, software, and online services.",US,Q4,https://lda.senate.gov/filings/public/filing/193a80cd-69a1-4ea4-9fb7-13b48ea5a1a4/print/,90000.0,,,,184947,314237,314237-184947,39145.0
2019,AAPL,APPLE INC,,US,Q1,https://lda.senate.gov/filings/public/filing/04ec5b22-ccbf-4fed-9b96-e68e481843fe/print/,80000.0,,,,187732,40013096,40013096-187732,39840.0
2019,AAPL,APPLE INC,,US,Q2,https://lda.senate.gov/filings/public/filing/19248aa3-8290-4b28-828e-09b5d7fc6733/print/,60000.0,,,,187732,40013096,40013096-187732,39840.0
2019,AAPL,APPLE INC,,US,Q3,https://lda.senate.gov/filings/public/filing/a55ab9f8-0289-4323-8163-d48ba4d9780d/print/,60000.0,,,,187732,40013096,40013096-187732,39840.0
2019,AAPL,APPLE INC,,US,Q4,https://lda.senate.gov/filings/public/filing/4804343f-b640-464d-95bc-f0e9917263ef/print/,60000.0,,,,187732,40013096,40013096-187732,39840.0
2019,AAPL,APPLE INC.,"Consumer Electronics, Computer Software, Personal Computers",US,Q1,https://lda.senate.gov/filings/public/filing/4755ed2b-7c4d-42f8-80b0-9a04508583ab/print/,90000.0,,,,199154,401103500,401103500-199154,
2019,AAPL,APPLE INC.,"Consumer Electronics, Computer Software, Personal Computers",US,Q2,https://lda.senate.gov/filings/public/filing/2385fdf4-62b3-44ab-8f1b-b163c7529ddb/print/,90000.0,,,,199154,401103500,401103500-199154,
2019,AAPL,APPLE INC.,"Consumer Electronics, Computer Software, Personal Computers",US,Q3,https://lda.senate.gov/filings/public/filing/80f237bc-b5a4-4da7-a6cd-45b6a4904ea8/print/,90000.0,,,,199154,401103500,401103500-199154,
2019,AAPL,APPLE INC.,"Consumer Electronics, Computer Software, Personal Computers",US,Q4,https://lda.senate.gov/filings/public/filing/e954ad90-6aa5-4cfa-a6c2-c5f8b9f248c8/print/,90000.0,,,,199154,401103500,401103500-199154,
2019,AAPL,APPLE INC.,Technology company,US,Q4,https://lda.senate.gov/filings/public/filing/5270a5b3-b14e-4f55-b75c-173f16ab9e3b/print/,50000.0,,,,201409,401104313,401104313-201409,
2018,AAPL,APPLE INC,,US,Q1,https://lda.senate.gov/filings/public/filing/dc4ecbfc-b71a-4e6a-a4b8-bfd72e7772bc/print/,,2140000.0,,,103979,4152,4152-103979,31450.0
2018,AAPL,APPLE INC,,US,Q2,https://lda.senate.gov/filings/public/filing/e8956390-98aa-47df-806a-e1f32f8a400c/print/,,1620000.0,,,103979,4152,4152-103979,31450.0
2018,AAPL,APPLE INC,,US,Q3,https://lda.senate.gov/filings/public/filing/1e574e75-c3e3-4963-8a4c-dd85350afc60/print/,,1330000.0,,,103979,4152,4152-103979,31450.0
2018,AAPL,APPLE INC,,US,Q4,https://lda.senate.gov/filings/public/filing/87ced0cd-9e75-459c-81b2-1bedec824d60/print/,,1530000.0,,,103979,4152,4152-103979,31450.0
